repository_name_with_owner;Project;description;repository_url;commit_hash
damianszczepanik/silencio;silencio; Silencio is a tool for transforming and converting JSON files. ;https://github.com/damianszczepanik/silencio;3fc2a5376566865f5f1bef280a6c099f979ef623
damienbiggs/reflection-builder;reflection-builder;Util library for setting all values in an entity via reflection;https://github.com/damienbiggs/reflection-builder;4f9f3d9777bedf6407e4a368003b5a08a55cd9a7
damnhandy/Handy-URI-Templates;Handy-URI-Templates;Handy URI Templates is a URI Template processor supporting RFC6570 . The library allows clients to utilize templatized URIs and inject replacement variables and expand the template to create a URI.;https://github.com/damnhandy/Handy-URI-Templates;2601759c0f321ef573f62fbd9f710685cc45d504
damonsmith/js-class-loader;js-class-loader;JS-Class-Loader is a tool for packaging well-structured javascript codebases;https://github.com/damonsmith/js-class-loader;c31d3de793b8b98bc867b6fa9789c67149ea2a2e
dandelion/dandelion;dandelion;Dandelion, an extensible web framework making web development simpler.;https://github.com/dandelion/dandelion;5daa05e7566a3a7753f13255ea8e5ad68be684e3
danfickle/openhtmltopdf;openhtmltopdf;Openhtmltopdf is a CSS 2.1 renderer written in Java. This artifact supports PDF output with Apache PDF-BOX 2.;https://github.com/danfickle/openhtmltopdf;f4d8eec93fe1b042e581b8b98ed1bd54f4016814
danhagberg/TMeter;TMeter;Timer utility to track elapsed time within java programs.;https://github.com/danhagberg/TMeter;f99e54f8bf7b7d081fae46b26fe60f181dc93ab1
danhawkes/basking;basking;Java + command-line tool for synchronising Grooveshark libraries.;https://github.com/danhawkes/basking;133fcd30bd0ac5ca3506bba29bc0249842dd3c36
danhawkes/thresher;thresher;An unofficial API for the Grooveshark music streaming service.;https://github.com/danhawkes/thresher;30e5ca62ceca3be20e47a043eedc152f8914d6b4
danhaywood/java-testsupport;java-testsupport;A collection of utilities for writing Java tests.         Intended to be added as a dependency with scope=test only.          If using the DBUnitRule feature, also explicitly include dependency to          org.dbunit:dbunit;https://github.com/danhaywood/java-testsupport;c657b3930ca536cd005d050a20aba3763d9a79e6
danidemi/jlubricant;jlubricant;Java Power Ups!;https://github.com/danidemi/jlubricant;a9937c141c69ec34b768bd603b8093e496329b3a
daniel-a-melo/jorm-unit;jorm-unit;JUnit extension to assist out-of-server automated JPA testing;https://github.com/daniel-a-melo/jorm-unit;44585fd1313ac6fdcdf290b591e77da1739dfc3f
danielburrell/collections;collections;A supplement to the Java Collections library.;https://github.com/danielburrell/collections;bc4c55c8ed8f5be8fa92e03459375f18004471f4
danielburrell/gemfury-maven-plugin;gemfury;A maven plugin for publishing debian artifacts into a gemfury repository;https://github.com/danielburrell/gemfury;d8a7bcb5575cc46d513c17c4e6222e522e2cc061
danielburrell/steam4j;steam4j;A client library for Steam's TF2 Backpack/Schema API.;https://github.com/danielburrell/steam4j;1336202e7c227b75443389b975d4f68e9ebf2ade
danieldk/conllx-io;conllx-io;Reader/writer for CoNLL-X files;https://github.com/danieldk/conllx-io;c1e6028bc3394f000b1efe231ae7e7f625e10d64
danieldk/dictomaton;dictomaton;Finite state dictionaries and perfect hash automata.;https://github.com/danieldk/dictomaton;c0a3ae2d407ebd88023ea2d0f02a4882b0492df0
danieldk/jitar;jitar;Jitar is an HMM trigram part-of-speech tagger;https://github.com/danieldk/jitar;049ad2b3eb9c04a3e831a03d9c65943aee745211
danielfariati/cpf-cnpj-validator;cpf-cnpj-validator;bean validator for cnpj and cpf;https://github.com/danielfariati/cpf-cnpj-validator;85ce494f0fd1de2cd268a6d164e7271b4fcfcc4e
danielfelgar/morphia-logging-log4j2;morphia-logging-log4j2;Morphia log messages with log4j logging system.;https://github.com/danielfelgar/morphia-logging-log4j2;dc4ea65bce3f7362e54080b4156c363a8d0730fd
danielflower/app-runner;app-runner;The little web app runner that hosts java, clojure and nodejs apps;https://github.com/danielflower/app-runner;645fb797cc74589ade202928ff6f28c341cd7e1d
danielflower/maven-gitlog-plugin;maven-gitlog-plugin;Generates a changelog based on commits to a git repository in text and HTML format showing the changes that are included in each version. A possible use of this is to include these changelogs when packaging your maven project so that you have an accurate list of commits that the current package includes.;https://github.com/danielflower/maven-gitlog-plugin;23d6b6eeddfcfba0512133d3c37c5be1ac7d2537
danielflower/multi-module-maven-release-plugin;maven-multi-module-releaser;A maven release plugin built for multi-maven-module git repositories allowing continuous deployment;https://github.com/danielflower/maven-multi-module-releaser;9ffa9fc9f348d046fc3c2a03fac59b8b45703eb2
danielmitterdorfer/perlock;perlock;null;https://github.com/danielmitterdorfer/perlock;148e501995b7916b8901707aa1bf173a1d43710b
danielnaber/jwordsplitter;jwordsplitter;A Java library to split German compound words;https://github.com/danielnaber/jwordsplitter;10a81000133ccac6f5ce39bd3b9a53b6ce72ed4f
danielnorberg/auto-matter;auto-matter;Minimal value types for Java;https://github.com/danielnorberg/auto-matter;c968ff2403f44a07647613991234a3f9a33e6b26
danielnorberg/rut;rut;A small and fast REST request router;https://github.com/danielnorberg/rut;6cd99e0d464da934d446b554ab5bbecaf294fcdc
danielvatov/ampl;ampl;AMPL parser and interpreter;https://github.com/danielvatov/ampl;aaf4aef683063ab1ae16a3a2e5dbc9cce2daf030
danielwegener/logback-kafka-appender;logback-kafka-appender;Logback appender for Apache Kafka;https://github.com/danielwegener/logback-kafka-appender;175e0884b923e959e13a7c7a094ecd028281afc2
danielwegener/xjc-guava-plugin;xjc-guava-plugin;XJC (JAX-B Compiler) Plugin for generating Guava like toString,equals and hashCode-methods from xml schema;https://github.com/danielwegener/xjc-guava-plugin;2cab84d096941cd642b855b0388c13e7b841343d
DanielYWoo/spring-jdbc-template;spring-jdbc-template;queryForObject() should return null instead of throwing an Exception;https://github.com/DanielYWoo/spring-jdbc-template;de0011fd6eeb3b3956c8e33bbb0f3f6aace498f3
danil-stelmakh/chessboard-php-test-task;COLAMDJ;Column approximate minimum degree ordering algorithm.;https://github.com/rwl/COLAMDJ;715b0ccdd1b26dd00f1e3a60b94f14a6144bf5cd
danishdynamite/templates4j;templates4j;Powerful generic template engine for Java;https://github.com/danishdynamite/templates4j;b2d54004cb15955847e17c4a53555f4078ed0a1d
Danny02/DarwinsBox;DarwinsBox;A collection of game related librarys;https://github.com/Danny02/DarwinsBox;df7fd2ce898080f63f51c7847f407379d767869f
Danny02/JOpenCTM;JOpenCTM;Java implementation of the openCTM Mesh compression file format;https://github.com/Danny02/JOpenCTM;c55a2a2d166a55979190f1bb08214fc84c93008f
DanoOM/metrics-raw;metrics-raw; Library designed to send raw metrics to one or more datasources. Inspired by dropwizard Metrics library. ;https://github.com/DanoOM/metrics-raw;6a2e65e9f84c3ec8ae0af2d4afd8a75be3d48deb
DanoOM/metrics-raw-kairosdb;metrics-raw-kairosdb; Kairosdb implementation of EventListener from metrics-raw package. ;https://github.com/DanoOM/metrics-raw-kairosdb;427ef64277d67bf41a8acdf9b30b7ee0817dd5d9
dantwining/whitespace-maven-plugin;whitespace-maven-plugin;Maven plugin for stripping trailing whitespace errors from java source code;https://github.com/dantwining/whitespace-maven-plugin;6546539a16b7834f1c8d42aa086e0992749f5a92
DanySK/alchemist-baselib;alchemist-baselib;Base libraries for the Alchemist Toolchain;https://github.com/DanySK/alchemist-baselib;96a0015e63c05a583541c37352a26a56f920b416
DanySK/alchemist-engine;alchemist-engine;Alchemist core simulation engine;https://github.com/DanySK/alchemist-engine;dfda5da106a906d4a78f1a6be92ac7167d5fdf4c
DanySK/alchemist-implementationbase;alchemist-implementationbase;Abstract, incarnation independent implementations of the Alchemist's interfaces. Provides support for those who want to write incarnations.;https://github.com/DanySK/alchemist-implementationbase;da290ddcd39bd6a85819e351b45e5f3c03cc1db7
DanySK/alchemist-interfaces;alchemist-interfaces;Interfaces of core and model components of Alchemist;https://github.com/DanySK/alchemist-interfaces;604c5e373044389b88351c7c458be61ec311ccb4
DanySK/alchemist-maps;alchemist-maps;Tools for running Alchemist simulations on real world maps;https://github.com/DanySK/alchemist-maps;798f355d2471f4ba6e1f9db1701cdcd406fdc3fd
DanySK/alchemist-time;alchemist-time;Alchemist Time Implementations;https://github.com/DanySK/alchemist-time;5b222f07f58013f8b87fd3c75c0dab05287e67d9
DanySK/Protelis;protelis;Practical aggregate programming, hosted in Java;https://github.com/DanySK/protelis;ad8c593c2de6a3e1ae4c3f3f87b610a1f3a7ef97
daoway/Jama;Jama;Java applications monitoring and alerting;https://github.com/daoway/Jama;1dc85ffb644f85609404f53002d6555ba5c3f0a7
dapicard/elastic-sweeper;elastic-curator;Time-based indexes curator for ElasticSearch;https://github.com/dapicard/elastic-curator;cffda303a59bd4e6e2938546f420a4cbb98b12b2
darcy-framework/darcy-ui;darcy-ui;Framework for writing page objects to automate interaction with graphical user interfaces.;https://github.com/darcy-framework/darcy-ui;ae0d89a1ca45f8257ef2764a01e4cfe68f432e33
darcy-framework/darcy-web;darcy-web;Extension to darcy that expands the DSL to support interaction with browsers and web applications.;https://github.com/darcy-framework/darcy-web;4e9b67c9f39d53fec5bf5ad40ddfdc828d9df472
darcy-framework/darcy-webdriver;darcy-webdriver;An implementation of darcy and darcy-web that uses Selenium WebDriver as the automation library backend.;https://github.com/darcy-framework/darcy-webdriver;6adec38b77f0f0d008dfdb3405d3eb5618d384de
darcy-framework/synq;synq;A small library for syncing up a thread with some flexible configuration of asynchronous event(s).;https://github.com/darcy-framework/synq;37f2e6966496520efd1ec506770a717823671e9b
darknesstm/norway;norway;Norway Data Build Framework Library;https://github.com/darknesstm/norway;5bf7b3b1116ec649318cc44846d8e1fd24cdf479
darko1002001/android-logger;android-logger;This is a library for android for Logging messages to LogCat;https://github.com/darko1002001/android-logger;1569b97a5322bcdae37325a4b6a0942a9455d6c0
darko1002001/android-rest-client;android-rest-client;Android library for creating async HTTP reuqests;https://github.com/darko1002001/android-rest-client;3e58498ac831513de8094f72b320ef7c5861c3b0
DarkPhoenixs/connection-pool-client;connection-pool-client;A simple multi-purpose connection pool client (Kafka & Hbase & Redis & RMDB & Socket);https://github.com/DarkPhoenixs/connection-pool-client;63bc8c4b9050e1821ace28e07e40e0663a732a2b
DarkPhoenixs/log4j-patch;log4j-patch;Base Apache Log4j 1.2.17 fix the issus #4913 and #41214;https://github.com/DarkPhoenixs/log4j-patch;845196ffba6915942edce45c35e8ebfa352dc21e
darrachequesne/spring-data-jpa-datatables;spring-data-jpa-datatables;Spring Data JPA extension to work with the great jQuery plug-in DataTables (http://datatables.net/);https://github.com/darrachequesne/spring-data-jpa-datatables;61ba124db6bd6c5370cd0861dff330d9a40de726
darylteo/directory-watcher;directory-watcher;Watch and receive notifications on filesystem changes using Java 7 NIO's WatchService;https://github.com/darylteo/directory-watcher;c1144366dcf58443073c0a67d1a5f6535ac5e8d8
darylteo/rxjava-promises;rxjava-promises;Promises implementation for RxJava - rxjava-promises-java;https://github.com/darylteo/rxjava-promises;c528e8e571b88b54653ab9eb39f9626e89ba9de9
dasein-cloud/dasein-cloud-aws;dasein-cloud-aws;Implementation of the Dasein Cloud API for AWS.;https://github.com/dasein-cloud/dasein-cloud-aws;05098574197a1f573f77447cadc39a76bf00b99d
dasein-cloud/dasein-cloud-azure;dasein-cloud-azure;Implementation of the Dasein Cloud API for Microsoft Azure.;https://github.com/dasein-cloud/dasein-cloud-azure;e2abb775c0f23f0d0f2509fba31128c7b2027d7c
dasein-cloud/dasein-cloud-google;dasein-cloud-google;Implements the Dasein Cloud API to talk to Google cloud services;https://github.com/dasein-cloud/dasein-cloud-google;f52ada0f8abbe69bc81a1cdf398e87ebb5647cd7
dasein-cloud/dasein-cloud-openstack;dasein-cloud-openstack;Dasein Cloud implementation for the OpenStack APIs;https://github.com/dasein-cloud/dasein-cloud-openstack;a5bc7934ce4c0429f0495da925cce7dd681de6f1
dashbuilder/dashbuilder;dashbuilder;Hibernate validator 4.1.0.Final integration.;https://github.com/dashbuilder/dashbuilder;50ef88210726b4f2f33f1a82eaf0f542e38dedd9
datacleaner/extension_elasticsearch;extension_elasticsearch;DataCleaner extension for ElasticSearch;https://github.com/datacleaner/extension_elasticsearch;846e71a2d5ff1f5ea44877c3ee8984afa640630d
datacleaner/extension_emailing;extension_emailing;An emailing extension for DataCleaner - use it to send newsletters or other batch emails;https://github.com/datacleaner/extension_emailing;e0d9ae2bd4f984fa9d824f9d14ee901df046e1c9
datasalt/pangool;pangool;Tuple MapReduce for Hadoop: Hadoop API made easy;https://github.com/datasalt/pangool;bfd312dd78cba03febaf7988ae96a3d4bc585408
datasalt/splout-db;splout-db;Splout SQL is a read only, horizontally scalable and         partitioned SQL database that plays well with Hadoop.;https://github.com/datasalt/splout-db;f924a8ce16d92c6e9f75edfcec12bccee2dc303b
datasift/datasift-java;datasift-java;A client library for interacting with the DataSift API on the JVM.;https://github.com/datasift/datasift-java;09de124f2a1a507ff6181e59875c6f325290850e
DataSketches/sketches-core;sketches-core;Data Sketches;https://github.com/DataSketches/sketches-core;7f0203d990be4ea7729e39d8d47774752e3935f7
DataSketches/sketches-hive;sketches-hive;Data Sketches Hive UDFs;https://github.com/DataSketches/sketches-hive;d1769c1c3534b9831d886df197c9fba3684b905b
datastax/java-driver;java-driver;A driver for Apache Cassandra 1.2+ that works exclusively with the Cassandra Query Language version 3 (CQL3) and Cassandra's binary protocol.;https://github.com/datastax/java-driver;dec2af12f3c7e80d055316e51258e2583505c7bf
DataSystemsLab/GeoSpark;GeoSpark;Geospatial extension for Apache Spark;https://github.com/DataSystemsLab/GeoSpark;f001c4e02922227fa9f9899f73b645ec51c97ee6
datathings/greycat;greycat;The GreyCat project;https://github.com/datathings/greycat;6b5b427a7cae8a39f97d6ff95a87ff6a32b006a2
datathings/java2typescript;java2typescript;Kevoree Modeling Java2TypeScript;https://github.com/kevoree-modeling/java2typescript;987c5e678f0f9d07723b87e0abce0a3b81fd7aab
datenstrudel/bulbs-shared;bulbs-shared;This is a supporting lib for the main project Bulbs_Core at https://github.com/datenstrudel/bulbs-core;https://github.com/datenstrudel/bulbs-shared;337c52d385f4d075e67d3e216b15579d7f4771bd
datoin/http-requests;http-requests;Simplified HTTP client by datoin team;https://github.com/datoin/http-requests;660a4bc516c594f321019df94451fead4dea19b6
datumbox/lpsolve;lpsolve;Mixed Integer Linear Programming (MILP) solver lp_solve solves pure linear, (mixed) integer/binary, semi-cont and special ordered sets (SOS) models.lp_solve is written in ANSI C and can be compiled on many different platforms like Linux and WINDOWS.;https://github.com/datumbox/lpsolve;201b3e99153d907bb99c189e5647bc71a3a1add6
daveayan/caret;caret;Recording unit tests;https://github.com/daveayan/caret;9fcfde3737046e9b2678ff2393e86b5289fbf2fc
daveayan/fuzzy-avenger;fuzzy-avenger;A simple to use concurrency achiever with java, groovy, akka;https://github.com/daveayan/fuzzy-avenger;16487fb9a2c8be4967630e1301962144a4dc030d
daveayan/gherkinsalad;gherkinsalad;Automation with Java, WebDriver;https://github.com/daveayan/gherkinsalad;b777823f473f0f2368aa5101f126a17fadc242a8
daveayan/rjson;rjson;Recursive, reflection based json to / from object conversion;https://github.com/daveayan/rjson;f8fcb8373142a1ee41bd1ada54d9681458b5e706
daveayan/transformers;transformers;Object to Object conversion;https://github.com/daveayan/transformers;fba481a5a7b3572b10bcd767eeb2e66682a64aea
davejoyce/versioned-ids;versioned-ids;Versioned, namespace-aware ID types;https://github.com/davejoyce/versioned-ids;04973dffa4a11c57489faa3169846c1a5cb5ca46
davemorrissey/brightpearl-api-client-java;brightpearl-api-client-java;A simple Java client library for the Brightpearl API.;https://github.com/davemorrissey/brightpearl-api-client-java;996ba140bfc03f756bea81a54a9d326bec3f5754
daverog/json-ld-tree;json-ld-tree;Developer-friendly serialisation of RDF into a structurally-stable JSON-LD representation.;https://github.com/daverog/json-ld-tree;312a15e33e0f8aa749cad8d7efcc6bd06683b6a7
davidB/vscaladoc;vscaladoc;A variation of scaladoc : an API generator for project written in Scala;https://github.com/davidB/vscaladoc;581ffae1ece7d54b898b1d89376d1ccf56bd7a3c
davidbilge/Spring-Remoting-AMQP;Spring-Remoting-AMQP;A library to use Spring-Remoting via the AMQP protocol.;https://github.com/davidbilge/Spring-Remoting-AMQP;cb7cb447fd57d6cbb3bcb0794c6bb431e8ea4a28
davidcarboni/cryptolite-java;Cryptolite;"Good, clean, ""right"" cryptography, bypassing all the options. See:         http://www.daemonology.net/blog/2009-06-11-cryptographic-right-answers.html";https://github.com/davidcarboni/Cryptolite;87e2ad0f8cbb3ebd609082b9712ecd1b1eb1af07
davidcarboni/file-store;file-store;Enables the storage and retrieval of files on a file-system by arbitrary ID;https://github.com/davidcarboni/file-store;7b0d69fda2c183a877de3e394b4d000993826256
davidcarboni/resource-utils;resource-utils;Convenience for dealing with Java resources as properties, files, text and input streams.;https://github.com/davidcarboni/resource-utils;ed5aad1bba1781286e461c7cda825f4a8a954bd2
davidcarboni/Webulizor;Webulizor;Webapp micro-framework.;https://github.com/davidcarboni/Webulizor;76fc99e6a7eba83dcaf15a293ffe1ea2ddcc919d
DavidePastore/JBugmenot;JBugmenot;Java Bugmenot library to find account and password for various sites.;https://github.com/DavidePastore/JBugmenot;9d97fa6fb80f59367fad0bda46102f92e9650432
davidfauthoux/ninio;ninio;A Java NIO HTTP client/server as light as possible;https://github.com/davidfauthoux/ninio;a8a1b708b569231925940c829d4fef862c18f31b
davidgenn/HttpReplayingProxy;HttpReplayingProxy;The HTTP Replaying Proxy is a library that allows you to mock HTTP requests with realistic responses.;https://github.com/davidgenn/HttpReplayingProxy;64a771ea0f555d479e78b8d28155839613497b3f
davidkarlsen/Commons-Transaction-Spring-Integration;Commons-Transaction-Spring-Integration;A PlatformTransactionManager implementation and a few Spring Extensions for using         Commons Transaction from Apache for transactional file access.;https://github.com/davidkarlsen/Commons-Transaction-Spring-Integration;d63355f366b14e7b96da0d345dade8b35b3163e4
davidmarquis/fluent-interface-proxy;fluent-interface-proxy;A dynamic proxy that implements builder interfaces transparently.;https://github.com/davidmarquis/fluent-interface-proxy;8e72fff6cd1f496c76a01773269caead994fea65
davidmoten/bigsort;bigsort;Sorts arbitrarily large streams to user defined resources (like files);https://github.com/davidmoten/bigsort;985d597d2a4c4c7d4bb0dfd6d23e3f515b923489
davidmoten/fastdtw;fastdtw;O(n) approximate Dynamic Time Warping implementation in java;https://github.com/davidmoten/fastdtw;1e89ca622d56e384960d4a3795c68354cee543a9
davidmoten/functional-jpa;functional-jpa;use guava libraries with jpa objects;https://github.com/davidmoten/functional-jpa;cf764d02be3dae4f38fd4ef1f882756a37054231
davidmoten/geo;geo;Geohash encoding and decoding utilities including bounding box coverage.;https://github.com/davidmoten/geo;a6a432fd29ced51acd06e3c20f80d8b2c6329d54
davidmoten/guava-mini;guava-mini;Classes taken from Guava;https://github.com/davidmoten/guava-mini;76d8aa496de722cbe6790bf4d3bd1a62e3393bc8
davidmoten/ppk;ppk;Public private key encryption;https://github.com/davidmoten/ppk;7506ed490445927fbdeec2fe9c70b4a589a951cb
davidmoten/rxjava-extras;rxjava-extras;RxJava utilities;https://github.com/davidmoten/rxjava-extras;a91d2ba7d454843250e0b0fce36084f9fb02a551
davidmoten/rxjava-file;rxjava-file;RxJava file observables;https://github.com/davidmoten/rxjava-file;515b781521272e779e08988bb3006c6dc454ca39
davidmoten/rxjava-jdbc;rxjava-jdbc;rx-java Observables for jdbc;https://github.com/davidmoten/rxjava-jdbc;81e157d7071a825086bde81107b8694684cdff14
davidmoten/rxjava-slf4j;rxjava-slf4j;RxJava SLF4J logging utilities;https://github.com/davidmoten/rxjava-slf4j;afd00b647cb4d01ddbcee1d2d712451f8a30bf72
davidmoten/xuml-tools;xuml-tools;Runtime classes for use with classes generated by xuml-model-compiler;https://github.com/davidmoten/xuml-tools;9e30f993ff2b3e927c6f22b43ef8bdf7bf7c0a63
davyvanroy/spring-sql-unit;spring-sql-unit;Utility to facilitate running sql files from integration tests.;https://github.com/davyvanroy/spring-sql-unit;48a92c20a597700c2951165a757197f5f6c1908d
Daytron/daytron-money;daytron-money;A Java library for dealing simple monetary operations and conversions.;https://github.com/daytron/daytron-money;0b8d1ace845d95be6ee6a797e7dd1586a9312109
Daytron/SimpleDialogFX;simpledialogfx;Lightweight dialog library for JavaFX.;https://github.com/daytron/simpledialogfx;54e813dbb0ebabad8e0a81b6b5f05e518747611e
DBCG/cql_engine;cql_engine;The cql-engine library for the CQL Evaluation Engine;https://github.com/DBCG/cql_engine;101f3733e0a39300691b46ae169318e05c0a9677
dbflute/dbflute-core;dbflute-core;The runtime library of DBFlute;https://github.com/dbflute/dbflute-core;0cdb99e3d1565f26fffbfc0ec7135febe976a7af
dbflute/dbflute-maven-plugin;dbflute-maven-plugin;Maven Plugin of DBFlute;https://github.com/dbflute/dbflute-maven-plugin;c7c866da45e487dd6c284d6a52c44b2e2268ffc2
dbflute-session/jetty-boot;jetty-boot;boot library for web application by Jetty;https://github.com/dbflute-session/jetty-boot;5b0aa0a3ce55c86698ef174f60b239a0e19ab5f5
dbflute-session/mailflute;mailflute;The mail library like DBFlute;https://github.com/dbflute-session/mailflute;b34f283f1b320fc1dd234c218635289c2cc31842
dblevins/sxc;sxc;Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/;https://github.com/dblevins/sxc;1efbf6ebf9e46881fd91902ea50f43adca667d16
dbrain-org/data;dbrain-data;Defines concepts and classes that are at the core of data manipulation and definition.;https://github.com/dbrain-org/dbrain-data;46188c02fa05b1bf65cf084773249d6e14e01b83
dbrain-org/tags;classtags;"This library enable you to:  		Easily tag classes with annotations for later discovery. 		Avoid using class path scanning. 		Easy to define new tags.";https://github.com/dbrain-org/classtags;ee0c32d9ce2b1c8b7a2e5b9ca5867c2d0378ef50
dbuschman7/mongoFS;mongoFS;"An extension to the MongoDB Java Driver library that goes beyond what the GridFS feature supports. 	        Compressed file storage, zip files, temporary files";https://github.com/dbuschman7/mongoFS;0b56b5ad10e6353eb6d9040505a79aac4f551997
dcendents/android-maven-plugin;android-maven-plugin;Modification to the standard Maven plugin to be compatible with android-library projects (aar).;https://github.com/dcendents/android-maven-plugin;dc66dc2c5c13226f16c4d45d0d076ffb1956f924
dchenbecker/scalajpa;scalajpa;This module provides some basic classes to simplify using JPA (Java Persistence) under Scala.;https://github.com/dchenbecker/scalajpa;da71c61ee64bdd1af299312efbcacbc1222de2e5
dcoraboeuf/dbinit;dbinit;Database Initialisation Service;https://github.com/dcoraboeuf/dbinit;093828b15e465fcf371a6973847d5fbf6e87d88d
dcoraboeuf/jsido;jsido;Parent POM used by all SiDO projects;https://github.com/dcoraboeuf/jsido;09d7590c5f43ed338e23d33018ab55543b58bb4c
dcoraboeuf/jstring;jstring;Multi-resource bundle;https://github.com/dcoraboeuf/jstring;492e406a6ed3ed12d1ed96f79bb4f7d79cfcfbaa
dcrissman/cacher;cacher;Cacher provides a simple interface (Cache) that is designed to wrap a 3rd party caching client/library (eg. spymemcached). This interface is then consumed by the FetchManager which houses logic to standarize how cached values are stored and retrieved. If a value is already cached then it is simply returned, otherwise a Fetcher (either FetchSingle or FetchMultiple) is asked how to produce the value, which is then cached for subsequent requests.;https://github.com/dcrissman/cacher;232b5425099aa64015e462d3abb11887fbdf25ee
dd4t/dd4t-2-java;dd4t-2-java;Contains core functions for the dd4t framework.;https://github.com/dd4t/dd4t-2-java;fc9699c18024c68759574823849afb96693f0dee
ddalton/xor;xor;Empowering Model Driven Architecture in J2EE applications;https://github.com/ddalton/xor;be70229b7a8afcabf49cb360835981fe2b798aa6
ddossot/JBound;JBound;Basic generative testing for JavaBeans.;https://github.com/ddossot/JBound;9b4c17bbe8b666694f241f80352218884eb8b43e
DDTH/cassdir;cassdir;Cassandra implementation of Lucene Directory;https://github.com/DDTH/cassdir;7e3962ae9a64054972fece03fd3454aa23ee6ec6
DDTH/ddth-cache-adapter;ddth-cache-adapter;DDTH's adapter for various cache systems;https://github.com/DDTH/ddth-cache-adapter;6b9fc6aec5a825a992702f501f79cc52652f5be1
DDTH/ddth-commons;ddth-commons;DDTH's Java Common Libraries and Utilities;https://github.com/DDTH/ddth-commons;e5a1b2e9d1bddb27f396361d217ef9f6273105cc
DDTH/ddth-dao;ddth-dbc-helper;DDTH's DAO Support Library;https://github.com/DDTH/ddth-dbc-helper;5b1f5ae6444b701e2e38fc7ad81357dee4f75730
DDTH/ddth-id;ddth-id;DDTH's ID Generator Library;https://github.com/DDTH/ddth-id;fc3261aaafa7dcfc69fce92e8563c158ef999e9a
DDTH/ddth-kafka;ddth-kafka;DDTH's Kafka Libraries and Utilities;https://github.com/DDTH/ddth-kafka;9c7f34209f3bae4c0707beffdf0008bc4cd79775
DDTH/ddth-progress;ddth-progress;"DDTH's ""Progress Bar"" Libraries and Utilities";https://github.com/DDTH/ddth-progress;414f601cbbac69417a6e75da65b97ebcb495d7e0
DDTH/ddth-queue;ddth-queue;DDTH's Libary to interact with various queue implementations;https://github.com/DDTH/ddth-queue;359257b80edd622b7791f0d3bee2123f6892b347
DDTH/ddth-recipes;ddth-recipes;DDTH's Commonly Used Recipes;https://github.com/DDTH/ddth-recipes;7dd1a4b75aec5972d24902a4ed0245b1f105a247
DDTH/ddth-tsc;ddth-tsc;DDTH's Time Series Counter: Persistent with Cassandra as storage backend.;https://github.com/DDTH/ddth-tsc;d233c304c8fed2f3c069de42a36b7bbd5c8be01b
DDTH/ddth-zookeeper;ddth-zookeeper;DDTH's ZooKeeper Libraries and Utilities;https://github.com/DDTH/ddth-zookeeper;0994eea8b25fa3d885f3da4579768b7d08c1c32b
DDTH/redir;redir;Redis implementation of Lucene Directory;https://github.com/DDTH/redir;931f3f9ec3b8f9dfe50fb3d140cb7251c0e4c7f1
ddt-tdd/zap-maven-plugin;zap-maven-plugin;A maven plugin to run automatic penetration tests using Zed Attack Proxy;https://github.com/ddt-tdd/zap-maven-plugin;d674b0c4d0d387c0343c681c2c5ef24c5956c646
deafgreatdane/dropbox-boot;dropbox-boot;Glue module for using Dropbox Core API with Spring Boot, using autowiring and externalized configuration of access information;https://github.com/deafgreatdane/dropbox-boot;27230778f0cc5046a96105242cb27c79d2fe493d
deanhiller/webpieces;webpieces;Someone forgot to fill this in. See http://stackoverflow.com/questions/38272550/how-to-fail-the-gradle-build-if-subproject-is-missing-a-property;https://github.com/deanhiller/webpieces;b39058fd3b8f56cd7b292ff067b74c0456b32156
debasishg/scala-redis-nb;scala-redis-nb;RedisReact;https://github.com/debasishg/scala-redis-nb;1d8ef9fb1303dfb3c773c8f2cc0546008aa08913
debasishg/sjson;sjson;sjson;https://github.com/debasishg/sjson;be8274e43e53e9327c9e1c8a650f543fa540bc0f
decebals/licensius;licensius;Tiny License Framework for Java;https://github.com/decebals/licensius;527dc4fe3ec19048640c24799e78a9697da5670c
decebals/pf4j;pf4j;Plugin Framework for Java;https://github.com/decebals/pf4j;ed1f7fde6e3369dfdb4597ca22f0af839c54ce72
decebals/pf4j-update;pf4j-update;Update mechanism for PF4J;https://github.com/decebals/pf4j-update;38418fcfa59d82a73f524989383d7827b22f4d24
decebals/wicket-dashboard;wicket-dashboard;Simple web dashboard using Apache Wicket;https://github.com/decebals/wicket-dashboard;ece9250c8bcc8f4fe66b8ea3ba57fdb31561c805
decebals/wicket-pivot;wicket-pivot;Simple web pivot table using Apache Wicket;https://github.com/decebals/wicket-pivot;e1244fcffe1b460922339a2fc2b7dace0bd51e6f
dedekj/czsem-gate-tools;czsem-gate-tools;Utility functions for text processing.;https://github.com/dedekj/czsem-gate-tools;f0fdcf5a39b7591c2bf7bc41b3b6dedb1a91edad
deephacks/confit;confit;Functional Tests for Confit;https://github.com/deephacks/confit;4e6d4ee5fed32cbc5104433e61de1bcf1b360832
deephacks/jobpipe;jobpipe;Scheduler for pipelines of jobs;https://github.com/deephacks/jobpipe;4fe430ece01c2760f1fae762a72f07fa0e906c62
