repository_name_with_owner;Project;description;repository_url;commit_hash
Spikeify/spikeify;spikeify;Simple ORM for Aerospike;https://github.com/Spikeify/spikeify;f509ef76a3d6f52cad43dfe045231a396969f270
Spikeify/spikeify-cron;spikeify-cron;Simple cron job service utilizing Spikeify with Aerospike database;https://github.com/Spikeify/spikeify-cron;64e630e572814680f836f0b0bd604fd57f52df6b
Spinoco/scalaz-stream-mongodb;scalaz-stream-mongodb;scalaz-stream-mongodb-spec;https://github.com/Spinoco/scalaz-stream-mongodb;911548ee69b1a07c91f873b00fc318853afe179b
spinscale/elasticsearch-suggest-plugin;elasticsearch-suggest-plugin;Lucene FSTSuggester implementation for ElasticSearch;https://github.com/spinscale/elasticsearch-suggest-plugin;38f06031bf012d19ca4d97f7cc00c592c064d89c
SpoonLabs/spoon-maven-plugin;spoon-maven-plugin;A maven plugin to run spoon on a target project.;https://github.com/SpoonLabs/spoon-maven-plugin;f3bab756fbf21f65a4b52441a9194b76d6e50394
spotbugs/sonar-findbugs;sonar-findbugs;FindBugs is a program that uses static analysis to look for bugs in Java code. It can detect a variety of common coding mistakes, including thread synchronization problems, misuse of API methods.;https://github.com/SonarSource/sonar-findbugs;acdbbfb3ce41fe634ec7527434bbea733475e0ad
spotify/async-google-pubsub-client;async-google-pubsub-client;Async Google Pubsub Client;https://github.com/spotify/async-google-pubsub-client;7d021528fa5bc29be458e6f210fa62f59b71d004
spotify/cassandra-extra;cassandra-extra;Set of tools enhancing testing experience with Apache Cassandra;https://github.com/spotify/cassandra-extra;f61d1755b054ef9fedc1ea5dc406e8c28bfe9fcc
spotify/completable-futures;completable-futures;Convenience utilities for working with asynchronous Java 8;https://github.com/spotify/completable-futures;e4e19347d82c07f46ef455112e2c5e670ff4558e
spotify/crtauth-java;crtauth-java;A public key backed client/server authentication system;https://github.com/spotify/crtauth-java;90f3b40323848740c915b195ad1b547fbeb41700
spotify/crunch-lib;crunch-lib;Useful reusable high-level components for common use-cases in processing data with Apache Crunch;https://github.com/spotify/crunch-lib;754b08323515f2ae0b9153c49e2a7f59668105b1
spotify/daemon-java;daemon-java;Class that implements a reload hook via SIGHUP;https://github.com/spotify/daemon-java;36efab1eef2ae1d4321ec2ca2b40c02121248e9d
spotify/dns-java;dns-java;A thin wrapper around dnsjava for some features related to SRV lookups.;https://github.com/spotify/dns-java;c554287e6f5a025576f4343ada84b2419277ebfd
spotify/flo;flo;A lightweight workflow definition library;https://github.com/rouzwawi/flo;f2cd96c8fdfd3fa43eebc66e9a6c842cd6abfb0c
spotify/folsom;folsom;An asynchronous memcache client for Java;https://github.com/spotify/folsom;b59c26b92ca3d8463f7c580a0f6a1e43b475350d
spotify/metrics-munin-reporter;metrics-munin-reporter;Munin reporter for Coda Hale's metrics lib;https://github.com/spotify/metrics-munin-reporter;f6cdef56f3175711e1e99a9a64ac0dce52f6c73d
spotify/missinglink;missinglink;Build time tool for detecting link problems in java projects;https://github.com/spotify/missinglink;9b79429a75f84fc885b4c2bd14552df206e5098f
spotify/netty-zmtp;netty-zmtp;ZMTP, the ZeroMQ Message Transport Protocol for Netty;https://github.com/spotify/netty-zmtp;bbdcf4cc45ef721d69095f53e13928a7e8003e3e
spotify/scio;scio;scio-test;https://github.com/spotify/scio;3aaac37a456f2fdbfc47e54dc57eb1c04756ab05
spotify/sparkey-java;sparkey-java;Java implementation of the Sparkey key value store;https://github.com/spotify/sparkey-java;bfdecdb6dfe41497caf88fa17ddaceb4aa6bf8a6
spotify/ssh-agent-proxy;ssh-agent-proxy;A Java library that talks to the local ssh-agent.;https://github.com/spotify/ssh-agent-proxy;b678792750c0157bd5ed3fb6a18895ff95effbc4
spotify/trickle;trickle;A small library for composing asynchronous Java code.;https://github.com/spotify/trickle;b07499eacf23e1f099ecbebea908c73c02769e9b
spreadthesource/tapestry5-hornet;tapestry5-hornet;Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/;https://github.com/spreadthesource/tapestry5-hornet;281dfa9831bc5ac147128c0b65a17d3e6055a7a3
spring/SpringLS;SpringLS;A Spring RTS lobby server, written in Java;https://github.com/spring/SpringLS;481ead42a546e6b8cead45fe773746e3510ddb85
springernature/omelet;omelet;Automation library for Selenium built on top of TestNg;https://github.com/springernature/omelet;b8f306f63d057197a3d16d6b407bd6bc4bf0641e
SpringJutsu/Springjutsu-Validation;Springjutsu-Validation;an XML-driven conditional validation system for Spring Framework;https://github.com/SpringJutsu/Springjutsu-Validation;cb67db79375ae47bcbaf86c9b62e39adaddb2607
spring-projects/spring-data-build;spring-data-build;Global parent pom.xml to be used by Spring Data modules;https://github.com/spring-projects/spring-data-build;045eaceda9fea0fc6ea1d4e31fc558095547b18e
spring-projects/spring-data-jpa;spring-data-jpa;Spring Data module to provide sophisticated support for JPA repositories;https://github.com/SpringSource/spring-data-jpa;4664bd1fd2e6891e0f66b19698f68f46f46b844d
spring-projects/spring-framework;spring-framework;Spring TestContext Framework;https://github.com/spring-projects/spring-framework;d1aee0e8691c41753621332ff69b17be3f7c8ba2
spring-projects/spring-integration;spring-integration;Spring Integration Core;https://github.com/SpringSource/spring-integration;eeb951b0da785d984416beb31a8f6bad8fe8c9cb
spring-projects/spring-kafka;spring-kafka;Spring Kafka Test Support;https://github.com/spring-projects/spring-kafka;f44193e4dfd4a65fd89dd123ff24ff4b9b4d2709
spring-projects/spring-ldap;spring-ldap;spring-ldap-core;https://github.com/SpringSource/spring-ldap;15142d4ae18a9dc6b363a1ebf085e2bda9d9a4c0
spring-projects/spring-plugin;spring-plugin;Simple plugin infrastructure;https://github.com/spring-projects/spring-plugin;b741a52ddb0067ab06635986aa9b7eea30b248d8
spring-projects/spring-retry;spring-retry;#<Ox::CData:0x00007efddc429b78>;https://github.com/SpringSource/spring-retry;5a1a3bfbf3ebc2c336f2383cb75faf8bd660c708
spring-projects/spring-security;spring-security;spring-security-crypto;https://github.com/spring-projects/spring-security;f832d08814fa17762cb886fd904da764af661d69
spring-projects/spring-security-oauth;spring-security-oauth;Spring Security JWT is a small utility library for encoding and decoding JSON Web Tokens. It belongs to the family of Spring Security crypto libraries that handle encoding and decoding text as a general, useful thing to be able to do.;https://github.com/SpringSource/spring-security-oauth;947b03ca794b9f25d463e53c26c7be3d56fc745d
spring-projects/spring-session;spring-session;Aggregator for Spring Session and Spring Data Redis;https://github.com/spring-projects/spring-session;7125aac5673b513f9ea9c0e1f28bb86afccf9382
spring-projects/spring-social;spring-social;Spring Web Integration;https://github.com/SpringSource/spring-social;e41cfecb288022b83c79413b58f52511c3c9d4fc
spring-projects/spring-social-twitter;spring-social-twitter;Twitter API;https://github.com/SpringSource/spring-social-twitter;5df7b3556d7bdbe7db8d833f30141336b5552178
spring-projects/spring-statemachine;spring-statemachine;Spring State Machine Test;https://github.com/spring-projects/spring-statemachine;9e0bdae46fd80b2242c61149cf3d08987a9feedf
Sproutigy/Java-Commons-Binary;Java-Commons-Binary;JVM library that provides consistent abstraction level over data from byte arrays, byte buffers, streams and files.;https://github.com/Sproutigy/Java-Commons-Binary;547ab53d16e454d53ed5cef1d1ee514ec2d7c726
sps/metrics-opentsdb;metrics-opentsdb; metrics reporter for OpenTSDB ;https://github.com/sps/metrics-opentsdb;84e0451d435b3cb18f5302287c77b986bca8102c
sps/notifo4j;notifo4j;notifo client for java;https://github.com/sps/notifo4j;8502396a35222caa815cf23e993c94943bf36daf
sps/notifo-log4j-appender;notifo-log4j-appender;notifo log4j appender;https://github.com/sps/notifo-log4j-appender;0c84b6f8365287d2fd1f1e4d4348ddbf08dbd971
sps/pushover4j;pushover4j;pushover client for java;https://github.com/sps/pushover4j;226d13b8b0b1e74e3901ba32d62aeb9840a44cd2
sptz45/sse-breaker;sse-breaker;An implementation of the Circuit Breaker stability design pattern in Scala;https://github.com/sptz45/sse-breaker;459d5124c42ae2c716ee257d8cbac6114384d409
sptz45/sse-guice;sse-guice;Make the Guice EDSL more Scala friendly;https://github.com/sptz45/sse-guice;718d2eb2cf23de4648511751ab1d4a5fa289e0f5
sptz45/sse-jmx;sse-jmx;JMX Library for Scala;https://github.com/sptz45/sse-jmx;57c5c0a2c6e59e911b2a378b5ccbd33b5cb52a74
spullara/cli-parser;cli-parser;An annotation-based command line interface parser.;https://github.com/spullara/cli-parser;f147fbd9d420247cfc4aa5b395ef1cbb5498a953
spullara/java-future-jdk8;java-future-jdk8;Promises;https://github.com/spullara/java-future-jdk8;f65bc5a8920db149ade4c055417a6b653a0542d9
spullara/mustache.java;mustache.java;Scala extensions for mustache.java;https://github.com/spullara/mustache.java;69517212bf7206452aef9ef0b485dba706ce2ea4
sqrlserverjava/sqrl-server-parent;sqrl-server-parent;Parent pom for SQRL server java modules;https://github.com/sqrlserverjava/sqrl-server-parent;3c8d3959879410a1957d6db0df25d5a2d3904d07
square/leakcanary;leakcanary;Leak Canary;https://github.com/square/leakcanary;5d9e75cceccb8fbc5b41f70872bc0c700b3ba50b
square/rack-servlet;rack-servlet;Embed JRuby Rack applications in your Java container.;https://github.com/square/rack-servlet;9d480e4953f8297436a73928c41e592bddc1556b
Squarespace/cldr;cldr;Squarespace CLDR;https://github.com/squarespace/cldr;54b752d4ec2457df56e98461618f9c0eec41e1e1
Squarespace/template-compiler;template-compiler;Squarespace Template Compiler;https://github.com/squarespace/template-compiler;efbe688c7f1fd614da1ca0ac7f4e44e3340bdf9d
squeryl/squeryl;squeryl;A Scala ORM and DSL for talking with Databases using minimum verbosity and maximum type safety;https://github.com/max-l/squeryl;49e27ac2fb55187ca7aec419c8791cd0c8f3480f
srcdeps/srcdeps;srcdeps-maven-plugin;A set of tools to build project dependencies from their sources;https://github.com/l2x6/srcdeps-maven-plugin;1ed7404a50e01b92f948c17a50c195d50d31d6b8
sripathikrishnan/noregress;noregress;Java Library for Performance Regression Tests;https://github.com/sripathikrishnan/noregress;22907830ecf0be7b886bb263c41ca1feafa35216
srotya/linea;linea;A light weight, embeddable streaming library;https://github.com/srotya/linea;3aea3e58920a28b238c946f163392503208b4a02
ssaarela/javersion;javersion;Data versioning library for Java;https://github.com/ssaarela/javersion;f4145880a7b350c65608dc9b10d40b6d8daa2e29
sskorol/test-data-supplier;test-data-supplier;Extended TestNG DataProvider;https://github.com/sskorol/test-data-supplier;eaf3294a858564768a931107a16baefb9f2cda61
sskorol/webdriver-supplier;webdriver-supplier;WebDriver Supplier library, which helps to effectively manage web browser sessions.;https://github.com/sskorol/webdriver-supplier;e21b8d7101910b8eaa704974713d650b3cb5e640
sstone/akka-amqp-proxies;akka-amqp-proxies;"AMQP ""proxies"" for Akka";https://github.com/sstone/akka-amqp-proxies;737d2273a1a3e96b693cfa845f066e3ce5b31a3c
sstone/amqp-client;amqp-client;Simple AMQP client for Scala/Akka;https://github.com/sstone/amqp-client;e14a0be36bd1faa4aff60a87faec04061e19375a
sstrickx/yahoofinance-api;yahoofinance-api;This library provides some methods that should make it easy to communicate with the Yahoo Finance API. It allows you to request detailed information, some statistics and historical quotes on stocks. Separate functionality is available to request a simple FX quote. Please check the javadoc to get a complete overview of the available methods and to get an idea of which data is available from Yahoo Finance.;https://github.com/sstrickx/yahoofinance-api;6fdf3aa9f92c295b9722e9e2e87e8d9458b69656
staccatocommons/staccatissimo;staccatissimo;Testing components build on top of JUnit 4;https://github.com/staccatocommons/staccatissimo;ec67b553dcd578c179d0ab7cc2cef213a102f9d2
Stackdriver/stackdriver-custommetrics-java;stackdriver-custommetrics-java;Sends custom metrics to Stackdriver via HTTP;https://github.com/Stackdriver/stackdriver-custommetrics-java;225bd92036672defd44139c45041a14451fbe59a
stackify/apache-config;apache-config;A simple parser for Apache httpd config files;https://github.com/stackify/apache-config;c7401dcd466a38e89f8853276d3b5c070481b307
stackify/stackify-api;stackify-api;Stackify API;https://github.com/stackify/stackify-api;a8435c03176c9c5ab204c65118d5a2ee66cf9074
stackify/stackify-api-java;stackify-api-common;Stackify API Common;https://github.com/stackify/stackify-api-common;70a57baae76dd62c52fe0ba57f980ac3813e2c9c
stackify/stackify-log-log4j12;stackify-log-log4j12;Stackify Log Appender for Log4j;https://github.com/stackify/stackify-log-log4j12;9fef78ebde8ae8e2ec6360da2000bd75c4d8a5f0
stackify/stackify-log-log4j2;stackify-log-log4j2;Stackify Log Appender for Log4j 2.x;https://github.com/stackify/stackify-log-log4j2;d170aa9ffa3382757fcdfaa0196847315a1917d6
stackify/stackify-log-logback;stackify-log-logback;Stackify Log Appender for Logback;https://github.com/stackify/stackify-log-logback;dafcf05fbb0b06f7822df451ae522b775da7d4ad
stackify/stackify-log-servlet;stackify-log-servlet;Stackify Log Filters for Servlets;https://github.com/stackify/stackify-log-servlet;adf4917b97b89561e9acc690bbdbd88870fc4de5
stackify/stackify-metrics;stackify-metrics;Stackify Metrics;https://github.com/stackify/stackify-metrics;6827d516085e4b29a3e54da963eebb2955822a5c
stackify/stackify-metrics-aspectj;stackify-metrics-aspectj;AspectJ AOP Extension for the Stackify Metrics API;https://github.com/stackify/stackify-metrics-aspectj;ee338355de5e7a70b7e3a4a845b366e5b4919659
stagemonitor/stagemonitor;stagemonitor;an open source solution to application performance monitoring for java server applications;https://github.com/stagemonitor/stagemonitor;ccc75eb6525e25c447472262e2f58bb576243455
stanfy/enroscar;enroscar;Processor for @Load/@Send annotations;https://github.com/stanfy/enroscar;0e64f3c309d62e359b55ddcba10e3cc592f5e083
stanfy/enroscar-async;enroscar-async;Processor for @Load/@Send annotations;https://github.com/stanfy/enroscar-async;3e10145431c9f22e8032ca0ac25b654ce5cacdcf
stanfy/helium;helium;DSL and Java API for REST API specification;https://github.com/stanfy/helium;ec4a2929e2f59f9d8ee28048ed01750df12edfd9
stanfy/mattock;mattock;JUnit4 tests runner for Android;https://github.com/stanfy/mattock;d43a9c2e093255551cc488b80204e23c170428b7
stapler/guice-extensibility;guice-extensibility;Stapler + Guice + CloudBees Extensibility API;https://github.com/stapler/guice-extensibility;df7582e5fda380a5c70055bdc4ec84a927307d1c
stardog-union/stardog-spring;stardog-spring;Stardog Spring bindings for using Stardog with the Springframework Batch subproject;https://github.com/clarkparsia/stardog-spring;dfd2ec9e3d36e7dd4e1a04ae850159d79085d201
staslev/AtomicMapOperations;AtomicMapOperations;A lib that provides basic non-blocking atomic operations on concurrent maps.;https://github.com/staslev/AtomicMapOperations;b9298e0621cfed79ad3b18ae1acdc02f1ad96540
stateforge/StateBuilder;StateBuilder;State machine code generator for C++ and Java.;https://github.com/stateforge/StateBuilder;ed82ff4ceb8303019493e50cc02f33a7ea83bc1a
state-machine-systems/dynamic-reference;dynamic-reference;Dynamically-scoped variables for Java.;https://github.com/state-machine-systems/dynamic-reference;e48d2a42b640d6e49b2b7c7732e96038497ec8f1
state-machine-systems/envy;envy;Super simple configuration for Java.;https://github.com/state-machine-systems/envy;f0d7236ca5b4bc44180df5f16f0d86ffbbe0407b
statisticsnorway/json-stat.java;json-stat.java;Json stat implementation in Java;https://github.com/statisticsnorway/json-stat.java;fdd72f2922d9bf28e629309f009e00e4353e9edc
SteelBridgeLabs/neo4j-gremlin-bolt;neo4j-gremlin-bolt;SteelBridge Labs Neo4J Gremlin (Bolt) integration;https://github.com/SteelBridgeLabs/neo4j-gremlin-bolt;bed0500c44a9df75544244e927613d0d59857ebd
stefanbirkner/contarini-jsp;contarini-jsp;Render tag for Contarini's web crawler tags.;https://github.com/stefanbirkner/contarini-jsp;0cb28edef22b2605d3d95042e09a5f434d9d0b09
stefanbirkner/filter-tools;filter-tools;A collection of classes for developers who are working with Servlet Filters.;https://github.com/stefanbirkner/filter-tools;7cb7ce4e5dc1990ee7765b5e382ec9023462781c
stefanbirkner/gajs4java;gajs4java;Java support for Google Web Tracking;https://github.com/stefanbirkner/gajs4java;7bc754b238556d7d8437e9758a305b329a5ce631
stefanbirkner/jmarkdown2deckjs;jmarkdown2deckjs;Converts Markdown files to deck.js presentations.;https://github.com/stefanbirkner/jmarkdown2deckjs;2da153b5e8119686c19f786a0bf6ca3c19826d55
stefanbirkner/picover;picover;A PicoContainer that makes it possible to use Spring managed beans.;https://github.com/stefanbirkner/picover;575a840a10f97f6f716601bb2ff1de05518bd53f
stefanbirkner/semantic-wrapper;semantic-wrapper;Generate wrapper classes with semantics.;https://github.com/stefanbirkner/semantic-wrapper;6c13306ca737a96e79aa2dadc113da556e6cf50b
stefanbirkner/sfb-propertyeditors;sfb-propertyeditors;A few classes for everybody who is working with property editors.;https://github.com/stefanbirkner/sfb-propertyeditors;fd7912c550a66f86fd9f74d4980382adad7edc06
stefanbirkner/vallado;vallado;A library that supports testing exceptions with Java 8 Lambdas. Can be used with         JUnit and with TestNG.;https://github.com/stefanbirkner/vallado;cf7073a09ab1b9b2c8a34915b94f4ab35829b93a
stefangeyer/challonge-java;challonge-java;Java binding for the CHALLONGE! REST Api;https://github.com/EXSolo/challonge-java;8c074b622fe8c22937cb7532facb87c21bd2c9d9
StefanLiebenberg/BlenderCss;BlenderCss;BlenderCss provides a java toolset that compiles css from         different supersets of css together.;https://github.com/StefanLiebenberg/BlenderCss;a2d5695204ca05e1c936860bd8e60115495047b2
StefanLiebenberg/kute;kute;A library that provides a easy way to get resources from multiple locations;https://github.com/StefanLiebenberg/kute;1db0e8d2c76459d22c7d4b0ba99c18f74748f6fd
StefanLiebenberg/SoyAnnotations;SoyAnnotations;Soy utilities to easily convert and and render classes with soy         templates.;https://github.com/StefanLiebenberg/SoyAnnotations;353618e160eda65a1456a09298a0288ee9206681
stefan-zobel/http2client-java8;http2client-java8;Experimental Java 8 backport of the incubating Java 10 HTTP/2 and WebSocket API;https://github.com/stefan-zobel/http2client-java8;1e1770a95750ec089f3942c6621293af95a4544b
stemey/atem-javadoc;atem-javadoc;Atem - Javadoc provies a Doclet or generating xml from javadoc. This xml is attached as atem meta attributes to EntityType and attributes;https://github.com/stemey/atem-javadoc;9edb055c45336713b822a6a73be8e2532dab4502
stephanarts/cas-integration-zeromq;cas-integration-zeromq;ZeroMQ/JSON-RPC Ticket-Registry-Backend for WAN Clustering;https://github.com/stephanarts/cas-integration-zeromq;cf20a84036d8a5eeae78cde9bf40eb947502c5f5
stephanenicolas/afterburner;afterburner;A library to help other librairies getting rid of boiler plate via byte code manipulation. Works on Android too.;https://github.com/stephanenicolas/afterburner;b126d70e063895b036b6ac47e39e582439f58d12
stephanenicolas/mimic;mimic;The library.;https://github.com/stephanenicolas/mimic;28991c5a10a87eb1c58d834f5a1e07fe1f731c48
stephanrauh/AngularFaces;AngularFaces;AngularFaces make JSF programming simpler. In particular, it adds AngularJS to JSF.;https://github.com/stephanrauh/AngularFaces;43d915f004645b1bbbf2625214294dab0858ba01
stephenc/definalizer;definalizer;An Apache Maven plugin that will definalize final classes;https://github.com/stephenc/definalizer;0ac4bdc4407b06bd4fc29bc0c907e4a4b68afa9e
stephenc/diffpatch-maven-plugin;diffpatch-maven-plugin;A plugin for patching files.;https://github.com/stephenc/diffpatch-maven-plugin;2a707acca74b2f0378e74d08b754865b254012d6
stephenc/eaio-grabbag;eaio-grabbag;Stuff that was originally written for johannburkard.de, media.io, pdfimg and various other webapps and was always copied around.;https://github.com/stephenc/eaio-grabbag;39e9281a2f2a9c7ed7ecbaa13b6b2b2929829198
stephenc/eaio-uuid;eaio-uuid;An implementation of the UUIDs and GUIDs specification in Java. UUIDs are 128 bit long identifiers that are guaranteed to be unique.;https://github.com/stephenc/eaio-uuid;5df34cff895698b16e19839677683e307a510e9a
stephenc/hector;hector;a high level client for cassandra;https://github.com/stephenc/hector;0c097e5f02e621bffffd3573aa22d8c6649af582
stephenc/jamm;jamm;Jamm provides MemoryMeter, a java agent to measure actual object memory use including JVM overhead.;https://github.com/stephenc/jamm;55f591a2f977afd0f70a109e03950396639961c2
stephenc/jcip-annotations;jcip-annotations; A clean room implementation of the JCIP Annotations based entirely on the specification provided by the javadocs. ;https://github.com/stephenc/jcip-annotations;6270551e91b44b4302609d1f45ae6fe9841cf89d
stephenc/scale7-core;scale7-core;A set of core classes used by the Scale 7 libraries.;https://github.com/stephenc/scale7-core;39c49a56e44bbfacfba4459dd5fb78272099f1d9
stepstone-tech/inbucket-java-client;inbucket-java-client;Java client for inbucket;https://github.com/stepstone-tech/inbucket-java-client;5a60de3e96d685d02fe5039db299d347d5f49247
stevesaliman/entity-pruner;entity-pruner;A Utility for making an ORM managed object graph safe for sending to a client by pruning out database proxies circular references and other problematic items;https://github.com/stevesaliman/entity-pruner;3911c5787e7f81cf66747d97eeea91826fdfd6c1
steveswinsburg/mobile-detect;mobile-detect;A lightweight Java library for detecting mobile devices.;https://github.com/steveswinsburg/mobile-detect;4dd4dd0573711e1ca996ea0721a0d48f3ea3fd60
stevewedig/blog;blog;Steve Wedig's Libraries for Java 7+;https://github.com/stevewedig/blog;6662fbcb00b961c36481d18a9731b5f12b978614
stickfigure/batchfb;batchfb;A power-user's interface to Facebook's Graph API.;https://github.com/stickfigure/batchfb;ceeda78aa6d8397eec032ab1d8997adb7378e9e2
stickfigure/hattery;hattery;Fluent, immutable Java API for making HTTP calls;https://github.com/stickfigure/hattery;02bc71a0c4a8a5ba06b1e3f548538f372c09cdd1
stklcode/jvaultconnector;jvaultconnector;Connector artifact for Hashicorp's Vault secret management;https://github.com/skalscheuer/jvaultconnector;a944fce6c5feb897275f57c917b41df56b85c118
stleary/JSON-java;JSON-java;" JSON is a light-weight, language independent, data interchange format. See http://www.JSON.org/ The files in this package implement JSON encoders/decoders in Java. It also includes the capability to convert between JSON and XML, HTTP headers, Cookies, and CDL. This is a reference implementation. There is a large number of JSON packages in Java. Perhaps someday the Java community will standardize on one. Until then, choose carefully. The license includes this restriction: ""The software shall be used for good, not evil."" If your conscience cannot live with that, then choose a different package. The package compiles on Java 1.2 thru Java 1.4. ";https://github.com/douglascrockford/JSON-java;044b035847aed905ffde2ead5092c0df61ee72e8
stoicflame/enunciate;enunciate;Maven 2 plugin for invoking Enunciate.;https://github.com/stoicflame/enunciate;112a538d5251ef608908810b46239615a8ead3a4
stormpath/stormpath-sdk-java;stormpath-sdk-java; The Stormpath Java SDK enables JVM-based applications to easily interact with Stormpath's REST API. ;https://github.com/stormpath/stormpath-sdk-java;72d5d21afbb85815d2e10c73bc2545ca55204561
stormpath/stormpath-shiro;stormpath-shiro;Stormpath Shiro integration allows Shiro-based applications to use Stormpath as the backend for all of their security needs. ;https://github.com/stormpath/stormpath-shiro;7a3c4fd3bd0ed9bb4546932495c79e6ad6fa1a92
stormpath/stormpath-spring-security;stormpath-spring-security;Stormpath Spring Security integration allows Spring Security applications to use Stormpath as         the backend for all of their security needs.;https://github.com/stormpath/stormpath-spring-security;05a1a3c1e1e92c1d1d5dd2aab8643b6ce4cfd581
stoyanr/Masterminder;Masterminder;Java implementation of several strategies for winning the popular board game Mastermind;https://github.com/stoyanr/Masterminder;f67a1438d626c98f49fecfc7a30de31f60da1273
str4d/ed25519-java;ed25519-java;Implementation of EdDSA in Java;https://github.com/str4d/ed25519-java;e0ac35769db8553fb714b09f0d3f3d2b001fd033
strandls/alchemy-inject;alchemy-inject;A guice module discovery module with support for multiple environments.;https://github.com/strandls/alchemy-inject;02a6de1933f4fdb16c844f078168bededd43fd9e
Stratio/crossdata;crossdata;Stratio Crossdata reactor;https://github.com/stratio/crossdata;9ae17b6b6f9877696813db83a92c25d19b9d095b
Stratio/deep-spark;stratio-deep;stratio deep common utility classes;https://github.com/Stratio/stratio-deep;b9621c9b7a6d996f80fce1d073d696a157bed095
Stratio/stratio-connector-commons;stratio-connector-commons;The commons connector core;https://github.com/Stratio/stratio-connector-commons;d7cc66cb9591344a13055962e87a91f01c3707d1
Stratio/stratio-connector-deep;stratio-connector-deep;Deep connector for multiple data sources;https://github.com/Stratio/stratio-connector-deep;2993e12c9a2da99f3324c0182aeda76ca55934a9
Stratio/stratio-connector-elasticsearch;stratio-connector-elasticsearch;The ElasticSearch's connector core;https://github.com/Stratio/stratio-connector-elasticsearch;e4b2a54a9c188c45b5fe531447ac1532cf741109
Stratio/stratio-connector-mongodb;stratio-connector-mongodb;The MongoDB's connector core;https://github.com/Stratio/stratio-connector-mongodb;ea7daf44efe48db0789433e5ac1889b93b83d9cd
strator-dev/greenpepper;greenpepper;Nouvelle mouture du projet GreenPepper Maintenu par Strator;https://github.com/strator-dev/greenpepper;2a61e6c179b74085babcc559d677490b0cad2d30
strator-dev/greenpepper-open;greenpepper-open; It was called GreenPepper Open by the creator of GreenPepper when the product was commercial. This project hosted every thing that was OpenSourced and that was a contribution of the community. We kept that name but we now hosts underneath it anything that makes GreenPepper open to the world : * Languages Extensions * Wikis Plugins * IDE/Build/Countinuous Integration tools ;https://github.com/strator-dev/greenpepper-open;71fd244b4989e9cd2d07ae62dd954a1f2a269a92
stratosphere/stratosphere;stratosphere;Stratosphere is now Apache Flink.;https://github.com/stratosphere/stratosphere;c543a08f9676c5b2b0a7088123bd6e795a8ae0c8
strawjs/straw-android;straw-android;Simple Native Bridge;https://github.com/strawjs/straw-android;958350fe8aeb31c314d918cfc7e0eaac3e4d23cd
strawjs/straw-android-plugin;straw-android-plugin;Straw Android Basic Service Implementations;https://github.com/strawjs/straw-android-plugin;77581daaab5a412159e96b76e1adefbd6c520596
streametry/jumphash;jumphash;Jump Consistent Hash algorithm;https://github.com/streametry/jumphash;1e21892659fb7b748f3e96dbc5d26ed0c86dca9f
streamsets/datacollector-api;datacollector-api;StreamSets Data Collector API;https://github.com/streamsets/datacollector-api;5d67577643294df6d0d13b488032f055d5c7f1a3
stripe/stripe-java;stripe-java;Stripe Java Bindings;https://github.com/stripe/stripe-java;0c28a5a5a766d0edc38d23bdf565c438b2269ac5
StrongJoshua/libgdx-inGameConsole;libgdx-inGameConsole;This is a LibGdx library that allows a developer to add a console (similar to how it is featured in Source games) to their game. ;https://github.com/StrongJoshua/libgdx-inGameConsole;f8e3353b7084b686949192d5d415db37dba36df5
stuartgunter/couchbase-maven-plugin;couchbase-maven-plugin;Provides support for executing administrative operations against a running instance of Couchbase;https://github.com/stuartgunter/couchbase-maven-plugin;5e1d61e4383f44afc3fc345e3a076446541d2900
stuartgunter/dropwizard-logging-config;dropwizard-logging-config;Runtime Configuration for Dropwizard Logging;https://github.com/stuartgunter/dropwizard-logging-config;0b4cfa8ed495bf62ee5673615e4a40ea49a2c030
stuartgunter/spring-beans;spring-beans;An additional Spring XML Namespace providing various bean creation utilities;https://github.com/stuartgunter/spring-beans;968a3a3dd24a44e21867c029c2326abaa7c67513
stuarthicks/xquery-stubbing;xquery-stubbing;Make XQuery code testable using JUnit;https://github.com/stuarthicks/xquery-stubbing;4797776b32c730666cb6b2ab929b98a3eacfc6e4
StuartMacKay/transform-swf;transform-swf;Transform is an Open Source library for reading and writing Flash (.swf) files. The API gives you complete control over how files are created with access to all the features supported by the Flash Player but yet is still intuitive and easy to use.;https://github.com/StuartMacKay/transform-swf;82a60b03efc9860e1a7d0ca34fed040678bd23ae
stuforbes/substeps-adriver;substeps-adriver;A-Driver alternative to Webdriver SubSteps;https://github.com/stuforbes/substeps-adriver;698f96dbf4e166cdb5ccc2fe36695223985d2157
StumbleUponArchive/asynchbase;asynchbase; An alternative HBase client library for applications requiring fully asynchronous, non-blocking and thread-safe HBase connectivity. ;https://github.com/stumbleupon/asynchbase;a2a3f7f905af53f40207ecc3fa551bda4957a538
sualeh/credit_card_number;credit_card_number;Credit Card Number is a Java 7 library that can provide details of a bank issued credit card number. All classes are immutable and thread-safe. The standard `toString()` function formats data in a readable form. Validity is enforced by JUnit tests. Maven is needed for a build.;https://github.com/sualeh/credit_card_number;fbbdd88acaa57878fd0b1f663d1ecbb9bb05d4ed
